Prospect_ID,External_ID,EPA_Facility_ID,Account_Name,Account_Site,Parent_Company,Parent_Ownership_Pct,Industry_Sector,NAICS_Code,City,State,ZIP_Code,Address,County,Latitude,Longitude,Total_Direct_Emissions_mtCO2e,Operational_Scale_Band,Target_Decision_Maker_Role,Secondary_Decision_Maker_Role,Decision_Maker_Data_Type,Campaign_Segment,Suggested_Owner,Account_Research_Status,Contact_Research_Status,Qualification_Notes,Facility_Source_URL,Parent_Company_Source_URL,Source_Dataset,Source_As_Of_Date,Research_Date,State_Points_Reference,Sector_Points_Reference,Scale_Points_Reference,Data_Quality_Points_Reference,Viability_Points_Reference,Lead_Score_Reference,Lead_Rank_Reference,Lead_Priority_Reference
NE-036,GHGRP-1002437,1002437,"SIKORSKY AIRCRAFT HEADQUARTERS - Stratford, CT",SIKORSKY AIRCRAFT HEADQUARTERS,LOCKHEED MARTIN CORP,100.0,Other,336411,Stratford,CT,06615,6900 MAIN ST.,Fairfield County,41.249297,-73.089897,52376.45,Mid Reporting Load,Director of Facilities,Energy and Sustainability Manager,Role-based target; individual person not yet verified,Facilities and Institutions,Sales Rep B - Connecticut/Rhode Island,Verified from EPA source,Role identified; person not yet verified,General commercial or institutional facility; validate site portfolio and purchasing authority.,https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,16,22,15,10,10,73,36,Medium
NE-037,GHGRP-1002274,1002274,"Boston University - Boston, MA",Boston University,TRUSTEES OF BOSTON UNIVERSITY,100.0,Other,611310,Boston,MA,02134,120 Ashford Street,Suffolk County,42.35395,-71.12204,49083.294,Small Reporting Load,Director of Facilities,Energy and Sustainability Manager,Role-based target; individual person not yet verified,Facilities and Institutions,Sales Rep A - Massachusetts,Verified from EPA source,Role identified; person not yet verified,General commercial or institutional facility; validate site portfolio and purchasing authority.,https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,20,22,10,10,10,72,37,Medium
NE-038,GHGRP-1002497,1002497,"GILLETTE CO - Boston, MA",GILLETTE CO,THE PROCTER & GAMBLE CO,100.0,Other,332215,Boston,MA,02127,1 GILLETTE PARK,Suffolk County,42.34512,-71.05441,44354.832,Small Reporting Load,Director of Facilities,Energy and Sustainability Manager,Role-based target; individual person not yet verified,Facilities and Institutions,Sales Rep A - Massachusetts,Verified from EPA source,Role identified; person not yet verified,General commercial or institutional facility; validate site portfolio and purchasing authority.,https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,20,22,10,10,10,72,38,Medium
NE-039,GHGRP-1000593,1000593,"JGT2 Mill - Jay, ME",JGT2 Mill,PIXELLE SPECIALTY SOLUTIONS LLC,100.0,"Pulp and Paper,Waste",322120,Jay,ME,04239,300 RILEY RD,Franklin County,44.506335,-70.238607,43345.456,Small Reporting Load,Energy Manager,Director of Procurement,Role-based target; individual person not yet verified,Industrial High-Load,Sales Rep C - Northern New England,Verified from EPA source,Role identified; person not yet verified,High-load manufacturing and waste operation; prioritize energy and procurement stakeholders.,https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,12,30,10,10,10,72,39,Medium
NE-040,GHGRP-1003759,1003759,"Analog Devices, Inc./ Wilmington Manufacturing - Wilmington, MA","Analog Devices, Inc./ Wilmington Manufacturing",ANALOG DEVICES INC,100.0,Other,334413,Wilmington,MA,01887,"1 Analog Way, MS-424",Middlesex County,42.5307,-71.14958,38727.189394,Small Reporting Load,Director of Facilities,Energy and Sustainability Manager,Role-based target; individual person not yet verified,Facilities and Institutions,Sales Rep A - Massachusetts,Verified from EPA source,Role identified; person not yet verified,General commercial or institutional facility; validate site portfolio and purchasing authority.,https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,20,22,10,10,10,72,40,Medium
NE-041,GHGRP-1002717,1002717,"Gold Bond - POR Plant - Portsmouth, NH",Gold Bond - POR Plant,SPANGLER COMPANIES INC,100.0,Minerals,327420,Portsmouth,NH,03801,9 MICHAEL J SUCCI DR,Rockingham County,43.087032,-70.768551,34826.068,Small Reporting Load,Plant Manager,Director of Strategic Sourcing,Role-based target; individual person not yet verified,Industrial High-Load,Sales Rep C - Northern New England,Verified from EPA source,Role identified; person not yet verified,Industrial process-load prospect with potential power and natural-gas purchasing needs.,https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,16,26,10,10,10,72,41,Medium
NE-042,GHGRP-1006872,1006872,"U S AIR FORCE HANSCOM AFB - Hanscom Afb, MA",U S AIR FORCE HANSCOM AFB,US GOVERNMENT,0.0,Other,928110,Hanscom Afb,MA,01731,"66 ABG/CE, 120 Grenier Street",Middlesex County,42.46528,-71.27642,34054.114,Small Reporting Load,Director of Facilities,Energy and Sustainability Manager,Role-based target; individual person not yet verified,Facilities and Institutions,Sales Rep A - Massachusetts,Verified from EPA source,Role identified; person not yet verified,General commercial or institutional facility; validate site portfolio and purchasing authority.,https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,20,22,10,10,10,72,42,Medium
NE-043,GHGRP-1006423,1006423,"WestRock Converting LLC - Missisquoi Mill - Sheldon Springs, VT",WestRock Converting LLC - Missisquoi Mill,WESTROCK CO,100.0,Pulp and Paper,322130,Sheldon Springs,VT,05485,369 MILL STREET,Franklin County,44.909945,-72.976094,31830.426,Small Reporting Load,Energy Manager,Director of Procurement,Role-based target; individual person not yet verified,Industrial High-Load,Sales Rep C - Northern New England,Verified from EPA source,Role identified; person not yet verified,High-load manufacturing prospect with a clear energy-management and procurement use case.,https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,12,30,10,10,10,72,43,Medium
NE-044,GHGRP-1005277,1005277,"NORTHEASTERN UNIVERSITY - Boston, MA",NORTHEASTERN UNIVERSITY,NORTHEASTERN UNIVERSITY,100.0,Other,611310,Boston,MA,02115,360 HUNTINGTON AVENUE,Suffolk County,42.339873,-71.088808,27778.844,Small Reporting Load,Director of Facilities,Energy and Sustainability Manager,Role-based target; individual person not yet verified,Facilities and Institutions,Sales Rep A - Massachusetts,Verified from EPA source,Role identified; person not yet verified,General commercial or institutional facility; validate site portfolio and purchasing authority.,https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,20,22,10,10,10,72,44,Medium
NE-045,GHGRP-1001200,1001200,"General Electric Aviation - Lynn, MA",General Electric Aviation,GENERAL ELECTRIC CO,100.0,Other,336412,Lynn,MA,01910,1000 WESTERN AVE,Essex,42.45,-70.9739,27000.67,Small Reporting Load,Director of Facilities,Energy and Sustainability Manager,Role-based target; individual person not yet verified,Facilities and Institutions,Sales Rep A - Massachusetts,Verified from EPA source,Role identified; person not yet verified,General commercial or institutional facility; validate site portfolio and purchasing authority.,https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,20,22,10,10,10,72,45,Medium
NE-046,GHGRP-1009735,1009735,"Skyworks Solutions, Inc. - Woburn, MA","Skyworks Solutions, Inc.",SKYWORKS SOLUTIONS INC,100.0,Other,334413,Woburn,MA,01801,20 Sylvan Road,Middlesex County,42.49891,-71.16311,24116.71997,Small Reporting Load,Director of Facilities,Energy and Sustainability Manager,Role-based target; individual person not yet verified,Facilities and Institutions,Sales Rep A - Massachusetts,Verified from EPA source,Role identified; person not yet verified,General commercial or institutional facility; validate site portfolio and purchasing authority.,https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,20,22,10,10,10,72,46,Medium
NE-047,GHGRP-1011427,1011427,"Huhtamaki, Inc. - Waterville, ME","Huhtamaki, Inc.",HUHTAMAKI AMERICAS INC,100.0,Pulp and Paper,322299,Waterville,ME,04093,242 College Avenue,Kennebec County,44.57774,-69.6098,22467.162,Small Reporting Load,Energy Manager,Director of Procurement,Role-based target; individual person not yet verified,Industrial High-Load,Sales Rep C - Northern New England,Verified from EPA source,Role identified; person not yet verified,High-load manufacturing prospect with a clear energy-management and procurement use case.,https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,12,30,10,10,10,72,47,Medium
NE-048,GHGRP-1004817,1004817,"Wyman-Gordon Company - North Grafton, MA",Wyman-Gordon Company,BERKSHIRE HATHAWAY INC,100.0,Other,332111,North Grafton,MA,01536,244 Worcester Street,Worcester County,42.22855,-71.72386,22167.616,Small Reporting Load,Director of Facilities,Energy and Sustainability Manager,Role-based target; individual person not yet verified,Facilities and Institutions,Sales Rep A - Massachusetts,Verified from EPA source,Role identified; person not yet verified,General commercial or institutional facility; validate site portfolio and purchasing authority.,https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,20,22,10,10,10,72,48,Medium
NE-049,GHGRP-1006452,1006452,"MASSPORT LOGAN AIRPORT - East Boston, MA",MASSPORT LOGAN AIRPORT,MASSACHUSETTS PORT AUTHORITY,100.0,Other,488190,East Boston,MA,02128,ONE HARBORSIDE DRIVE,Suffolk County,42.369543,-71.020061,19750.176,Small Reporting Load,Director of Facilities,Energy and Sustainability Manager,Role-based target; individual person not yet verified,Facilities and Institutions,Sales Rep A - Massachusetts,Verified from EPA source,Role identified; person not yet verified,General commercial or institutional facility; validate site portfolio and purchasing authority.,https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,20,22,10,10,10,72,49,Medium
NE-050,GHGRP-1007069,1007069,"ND OTM LLC - Old Town, ME",ND OTM LLC,ND PAPER LLC,100.0,Pulp and Paper,322110,Old Town,ME,04468,24 PORTLAND STREET,Penobscot County,44.917362,-68.636511,17886.03,Small Reporting Load,Energy Manager,Director of Procurement,Role-based target; individual person not yet verified,Industrial High-Load,Sales Rep C - Northern New England,Verified from EPA source,Role identified; person not yet verified,High-load manufacturing prospect with a clear energy-management and procurement use case.,https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,12,30,10,10,10,72,50,Medium
NE-051,GHGRP-1005123,1005123,"S D WARREN CO - Westbrook, ME",S D WARREN CO,SAPPI NORTH AMERICA INC,100.0,Pulp and Paper,322220,Westbrook,ME,04092,89 CUMBERLAND STREET,Cumberland County,43.686198,-70.347403,13352.0,Small Reporting Load,Energy Manager,Director of Procurement,Role-based target; individual person not yet verified,Industrial High-Load,Sales Rep C - Northern New England,Verified from EPA source,Role identified; person not yet verified,High-load manufacturing prospect with a clear energy-management and procurement use case.,https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,12,30,10,10,10,72,51,Medium
NE-052,GHGRP-1005172,1005172,"COVANTA BRISTOL, INC - Bristol, CT","COVANTA BRISTOL, INC",COVANTA HOLDING CORP,100.0,Waste,562213,Bristol,CT,06010,170 ENTERPRISE DRIVE,Hartford County,41.64972,-72.90976,85035.586,Mid Reporting Load,Director of Operations,Facilities Manager,Role-based target; individual person not yet verified,Waste and Environmental,Sales Rep B - Connecticut/Rhode Island,Verified from EPA source,Role identified; person not yet verified,"Waste-sector facility; qualify electricity, natural-gas, and multi-site purchasing needs.",https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,16,20,15,10,9,70,52,Medium
NE-053,GHGRP-1004184,1004184,"MANCHESTER LANDFILL - Manchester, CT",MANCHESTER LANDFILL,TOWN OF MANCHESTER CONNECTICUT,100.0,Waste,562212,Manchester,CT,06040,1 LANDFILL WAY,Hartford County,41.7738,-72.5647,80879.898,Mid Reporting Load,Director of Operations,Facilities Manager,Role-based target; individual person not yet verified,Waste and Environmental,Sales Rep B - Connecticut/Rhode Island,Verified from EPA source,Role identified; person not yet verified,"Waste-sector facility; qualify electricity, natural-gas, and multi-site purchasing needs.",https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,16,20,15,10,9,70,53,Medium
NE-054,GHGRP-1004540,1004540,"Wheelabrator Lisbon Inc. - Lisbon, CT",Wheelabrator Lisbon Inc.,WHEELABRATOR TECHNOLOGIES HOLDINGS INC,100.0,Waste,562213,Lisbon,CT,06351,425 SOUTH BURNHAM HIGHWAY,New London County,41.569537,-72.04481,75615.104,Mid Reporting Load,Director of Operations,Facilities Manager,Role-based target; individual person not yet verified,Waste and Environmental,Sales Rep B - Connecticut/Rhode Island,Verified from EPA source,Role identified; person not yet verified,"Waste-sector facility; qualify electricity, natural-gas, and multi-site purchasing needs.",https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,16,20,15,10,9,70,54,Medium
NE-055,GHGRP-1005255,1005255,"NORTH COUNTRY ENVIRONMENTAL SERVICES INC - Bethlehem, NH",NORTH COUNTRY ENVIRONMENTAL SERVICES INC,CASELLA WASTE SYSTEMS INC,100.0,Waste,562212,Bethlehem,NH,03574,581 TRUDEAU ROAD,Grafton County,44.261426,-71.62739,72501.45,Mid Reporting Load,Director of Operations,Facilities Manager,Role-based target; individual person not yet verified,Waste and Environmental,Sales Rep C - Northern New England,Verified from EPA source,Role identified; person not yet verified,"Waste-sector facility; qualify electricity, natural-gas, and multi-site purchasing needs.",https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,16,20,15,10,9,70,55,Medium
NE-056,GHGRP-1006369,1006369,"WHEELABRATOR CONCORD COMPANY LP - Concord (Penacook), NH",WHEELABRATOR CONCORD COMPANY LP,WHEELABRATOR TECHNOLOGIES HOLDINGS INC,100.0,Waste,562213,Concord (Penacook),NH,03303,11 WHITNEY ROAD,Merrimack County,43.2868,-71.5761,70061.384,Mid Reporting Load,Director of Operations,Facilities Manager,Role-based target; individual person not yet verified,Waste and Environmental,Sales Rep C - Northern New England,Verified from EPA source,Role identified; person not yet verified,"Waste-sector facility; qualify electricity, natural-gas, and multi-site purchasing needs.",https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,16,20,15,10,9,70,56,Medium
NE-057,GHGRP-1004698,1004698,"PORTSMOUTH NAVAL SHIPYARD - Kittery, ME",PORTSMOUTH NAVAL SHIPYARD,US GOVERNMENT,0.0,Other,928110,Kittery,ME,03904,"Code 106.3, Building 44/2, SEAVEY ISLAND",York County,43.115663,-70.728742,72230.726,Mid Reporting Load,Director of Facilities,Energy and Sustainability Manager,Role-based target; individual person not yet verified,Facilities and Institutions,Sales Rep C - Northern New England,Verified from EPA source,Role identified; person not yet verified,General commercial or institutional facility; validate site portfolio and purchasing authority.,https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,12,22,15,10,10,69,57,Medium
NE-058,GHGRP-1010208,1010208,"Texas Instruments Incorporated - Maine Fab - South Portland, ME",Texas Instruments Incorporated - Maine Fab,TEXAS INSTRUMENTS INC,100.0,Other,334413,South Portland,ME,04106,5 Foden Road,Cumberland County,43.64075,-70.32198,69821.836662,Mid Reporting Load,Director of Facilities,Energy and Sustainability Manager,Role-based target; individual person not yet verified,Facilities and Institutions,Sales Rep C - Northern New England,Verified from EPA source,Role identified; person not yet verified,General commercial or institutional facility; validate site portfolio and purchasing authority.,https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,12,22,15,10,10,69,58,Medium
NE-059,GHGRP-1005213,1005213,"HAVERHILL LANDFILL - Haverhill, MA",HAVERHILL LANDFILL,COVANTA HOLDING CORP,100.0,Waste,562212,Haverhill,MA,01835,100 RECOVERY WAY,Essex County,42.7654,-71.124025,47774.75,Small Reporting Load,Director of Operations,Facilities Manager,Role-based target; individual person not yet verified,Waste and Environmental,Sales Rep A - Massachusetts,Verified from EPA source,Role identified; person not yet verified,"Waste-sector facility; qualify electricity, natural-gas, and multi-site purchasing needs.",https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,20,20,10,10,9,69,59,Medium
NE-060,GHGRP-1005715,1005715,"Carver-Marion-Wareham Landfill - Carver, MA",Carver-Marion-Wareham Landfill,COVANTA HOLDING CORP,100.0,Waste,562212,Carver,MA,02330,118 Federal Road,Plymouth County,41.812778,-70.719444,39734.65,Small Reporting Load,Director of Operations,Facilities Manager,Role-based target; individual person not yet verified,Waste and Environmental,Sales Rep A - Massachusetts,Verified from EPA source,Role identified; person not yet verified,"Waste-sector facility; qualify electricity, natural-gas, and multi-site purchasing needs.",https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,20,20,10,10,9,69,60,Medium
NE-061,GHGRP-1007753,1007753,"FITCHBURG WESTMINSTER LANDFILL RECYCLING CENTER - Westminster, MA",FITCHBURG WESTMINSTER LANDFILL RECYCLING CENTER,WASTE MANAGEMENT INC,100.0,Waste,562212,Westminster,MA,01473,101 FITCHBURG RD,Worcester County,42.533852,-71.845589,30720.402,Small Reporting Load,Director of Operations,Facilities Manager,Role-based target; individual person not yet verified,Waste and Environmental,Sales Rep A - Massachusetts,Verified from EPA source,Role identified; person not yet verified,"Waste-sector facility; qualify electricity, natural-gas, and multi-site purchasing needs.",https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,20,20,10,10,9,69,61,Medium
NE-062,GHGRP-1002593,1002593,"NORTHAMPTON LANDFILL - Northampton, MA",NORTHAMPTON LANDFILL,CITY OF NORTHAMPTON MASSACHUSETTS,100.0,Waste,562212,Northampton,MA,01060,170 GLENDALE RD,Hampshire County,42.29416,-72.71669,10523.0,Small Reporting Load,Director of Operations,Facilities Manager,Role-based target; individual person not yet verified,Waste and Environmental,Sales Rep A - Massachusetts,Verified from EPA source,Role identified; person not yet verified,"Waste-sector facility; qualify electricity, natural-gas, and multi-site purchasing needs.",https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,20,20,10,10,9,69,62,Medium
NE-063,GHGRP-1007669,1007669,"CHICOPEE SANITARY LANDFILL - Chicopee, MA",CHICOPEE SANITARY LANDFILL,WASTE MANAGEMENT INC,100.0,Waste,562212,Chicopee,MA,01020,161 NEW LOMBARD ROAD,Hampden County,42.16711,-72.54246,5416.598,Small Reporting Load,Director of Operations,Facilities Manager,Role-based target; individual person not yet verified,Waste and Environmental,Sales Rep A - Massachusetts,Verified from EPA source,Role identified; person not yet verified,"Waste-sector facility; qualify electricity, natural-gas, and multi-site purchasing needs.",https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,20,20,10,10,9,69,63,Medium
NE-064,GHGRP-1005254,1005254,"SOUTHBRIDGE RECYCLING & DISPOSAL PARK - Southbridge, MA",SOUTHBRIDGE RECYCLING & DISPOSAL PARK,CASELLA WASTE SYSTEMS INC,100.0,Waste,562212,Southbridge,MA,01550,165 BAREFOOT RD,Worcester County,42.10516,-72.03195,4475.652,Small Reporting Load,Director of Operations,Facilities Manager,Role-based target; individual person not yet verified,Waste and Environmental,Sales Rep A - Massachusetts,Verified from EPA source,Role identified; person not yet verified,"Waste-sector facility; qualify electricity, natural-gas, and multi-site purchasing needs.",https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,20,20,10,10,9,69,64,Medium
NE-065,GHGRP-1010391,1010391,"Middleborough Landfill - Middleborough, MA",Middleborough Landfill,WASTE MANAGEMENT INC,100.0,Waste,562212,Middleborough,MA,02346,207 Plympton Street,Plymouth County,41.92843,-70.83454,3750.75,Small Reporting Load,Director of Operations,Facilities Manager,Role-based target; individual person not yet verified,Waste and Environmental,Sales Rep A - Massachusetts,Verified from EPA source,Role identified; person not yet verified,"Waste-sector facility; qualify electricity, natural-gas, and multi-site purchasing needs.",https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,20,20,10,10,9,69,65,Medium
NE-066,GHGRP-1003587,1003587,"MARTONE LANDFILL & GAS GENERATING FACILITY - Barre, MA",MARTONE LANDFILL & GAS GENERATING FACILITY,WASTE MANAGEMENT INC,100.0,Waste,562212,Barre,MA,01005,99 BARRE DEPOT RD,Worcester County,42.3874,-72.07949,2756.25,Small Reporting Load,Director of Operations,Facilities Manager,Role-based target; individual person not yet verified,Waste and Environmental,Sales Rep A - Massachusetts,Verified from EPA source,Role identified; person not yet verified,"Waste-sector facility; qualify electricity, natural-gas, and multi-site purchasing needs.",https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,20,20,10,10,9,69,66,Medium
NE-067,GHGRP-1003532,1003532,"TAUNTON SANITARY LANDFILL - Taunton, MA",TAUNTON SANITARY LANDFILL,WASTE MANAGEMENT INC,100.0,Waste,562212,Taunton,MA,02780,330 EAST BRITANNIA ST,Bristol County,41.92299,-71.086477,1909.5,Small Reporting Load,Director of Operations,Facilities Manager,Role-based target; individual person not yet verified,Waste and Environmental,Sales Rep A - Massachusetts,Verified from EPA source,Role identified; person not yet verified,"Waste-sector facility; qualify electricity, natural-gas, and multi-site purchasing needs.",https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,20,20,10,10,9,69,67,Medium
NE-068,GHGRP-1004557,1004557,"PLAINVILLE LANDFILL - Plainville, MA",PLAINVILLE LANDFILL,REPUBLIC SERVICES INC,100.0,Waste,562212,Plainville,MA,02762,14 BELCHER STREET,Norfolk County,42.039162,-71.29993,1660.55,Small Reporting Load,Director of Operations,Facilities Manager,Role-based target; individual person not yet verified,Waste and Environmental,Sales Rep A - Massachusetts,Verified from EPA source,Role identified; person not yet verified,"Waste-sector facility; qualify electricity, natural-gas, and multi-site purchasing needs.",https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,20,20,10,10,9,69,68,Medium
NE-069,GHGRP-1007685,1007685,"GRANBY SANITARY LANDFILL - Granby, MA",GRANBY SANITARY LANDFILL,WASTE MANAGEMENT INC,100.0,Waste,562212,Granby,MA,01033,11 NEW LUDLOW ROAD,Hampshire County,42.22128,-72.54598,1137.75,Small Reporting Load,Director of Operations,Facilities Manager,Role-based target; individual person not yet verified,Waste and Environmental,Sales Rep A - Massachusetts,Verified from EPA source,Role identified; person not yet verified,"Waste-sector facility; qualify electricity, natural-gas, and multi-site purchasing needs.",https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,20,20,10,10,9,69,69,Medium
NE-070,GHGRP-1007550,1007550,"HALIFAX LANDFILL - Halifax, MA",HALIFAX LANDFILL,REPUBLIC SERVICES INC,100.0,Waste,562212,Halifax,MA,02338,27 LAUREL STREET,Plymouth County,41.9923,-70.89789,865.5,Small Reporting Load,Director of Operations,Facilities Manager,Role-based target; individual person not yet verified,Waste and Environmental,Sales Rep A - Massachusetts,Verified from EPA source,Role identified; person not yet verified,"Waste-sector facility; qualify electricity, natural-gas, and multi-site purchasing needs.",https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,20,20,10,10,9,69,70,Medium
NE-071,GHGRP-1005587,1005587,"R I HOSPITAL - Providence, RI",R I HOSPITAL,LIFESPAN CORP,100.0,Other,622110,Providence,RI,02903,593 EDDY ST.,Providence County,41.81167,-71.40709,48576.556,Small Reporting Load,Director of Facilities,Energy and Sustainability Manager,Role-based target; individual person not yet verified,Facilities and Institutions,Sales Rep B - Connecticut/Rhode Island,Verified from EPA source,Role identified; person not yet verified,General commercial or institutional facility; validate site portfolio and purchasing authority.,https://www.epa.gov/ghgreporting/data-sets,https://www.epa.gov/system/files/other-files/2024-10/ghgp_data_parent_company.xlsb,EPA GHGRP 2023 Direct Point Emitters,2024-08-16,2026-07-30,16,22,10,10,10,68,71,Medium
